"airport_name","link","title","author","author_country","date","content","experience_airport","date_visit","type_traveller","overall_rating","queuing_rating","terminal_cleanliness_rating","terminal_seating_rating","terminal_signs_rating","food_beverages_rating","airport_shopping_rating","wifi_connectivity_rating","airport_staff_rating","recommended"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","A Morris","","2010-04-19","Travelling through Barbados airport on my way to and from St Vincent & The Grenadines ruins the start and finish of every holiday. The staff are surly and bombastic all Liat flights to SVG I am booked on are delayed with absolutely no information given out by the staff. at least one piece of hold luggage will always not be put onto your connecting flight. Now we send all our luggage by sea and just carry hand luggage. Also why can't anyone speak clearly over the tannoy?","","","","1.0","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Ian Norris","","2009-04-13","BGI is a good airport to get through quickly especially given the two flights that came through at the same time. Only problem is lack of trolleys if you've a large number of bags to carry although you can get the trolley guys to help you (at a cost). On the way out there were no queues at all for BA and the security staff are actually friendly and not jobsworths (helping us with out two year old) - take note UK staff. A few shops to spend your last Bajan if need be and lots of space and seating.","","","","4.0","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Rob Horrell","","2009-02-23","Be very cautious when considering a holiday or flight in/out of Barbados airport. The staff break open suitcases even when locked padlocked and a locking strap around them. We flew back from there last Sunday evening to the UK - to find two of our suitcases damaged. Missing electrical items including camera with holiday pictures.","","","","1.0","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Charles Smith","","2007-07-05","Arrival into Barbados 16th June 2007 from London Gatwick with Virgin Atlantic. This being my 7th time to this airport I have grown used to its ""unique experience"" however I was in for a pleasant surprise as this was the first time I had been here since the overhaul of the arrivals and departures facilities. These were immediately visable as were were taxied iinto the gate. Still no jetways in sight. Passengers use steps to board/disembark. The new air conditioned immigration facilities mean one fast moving queueing system to all immigration booths as opposed to individual queues of varying lengths to each immigration booth. A new air conditioned reclaim area with working belts is a breath of fresh air for weary air travellers. Licenced airport taxis are available at the outdoor meeting point immediately after customs clearance. We were approached by several touts who tried to coax us over to their cars in the car park however we insisted on a licenced cab which advertise their rates to all the main points on the island in BDS$ and US$ at the meeting point. The overall impression to arriving passengers is now one of a well run and efficient airport. Departure back to Gatwick on 30th June 2007 also a pleasant improvement over the old. Extended check in facilities run the length on one half of the departures area and then run as far into the terminal itself. Departure tax is now collected at the time of purchasing your ticket so no need to keep $25 in cash handy for leaving the island. The only downside to the revamped departures area is that there isn't a great deal of seating before going through security. The new immigration and security screening point is also air conditioned and queues were managed well to allow 4 wide bodied jet loads of passengers to pass through seamlessly without too much delay. New retail outlets are positioned after security which all passengers have to walk past in order to approach the gate areas. All jet departures board from this gate area where there are plenty of seats. There is also a small VIP lounge airside which allows you to buy access on the day (subject to availability) for BD$40 per person. Regional prop flights board from their original ""open air"" gates however regional passengers still wait in the same area as international passengers. There are also extension ""remote"" gates with shuttle busses to/from the aircraft for when the airport gets really busy. Toilet facilities clean however sparse in number. In summary a thoroughly pleasant experience only let down by by a few niggles. a complete change in experience from my expectation. It now feels like an efficient airport facility.","","","","4.0","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Clare Doyle","","2006-12-27","I have never been to such a chaotic airport with so little customer service and following our experiences on 16th December 2006 we hope never to have to travel to/via Barbados again. Late arriving connection flights are a standard issue in today's travel world but to find no transit facility and an hour-long immigration queue when you only have an hour left to departure following the delay is beyond frustration. Why does an airport that has so many transit passengers not provide a transit facility. Many people on our incoming flight from Grenada/Tobago missed their connections and we only caught ours due to persistent nagging of the Information Desk staff one of whom was charming the other disinterested and the goodwill of Virgin Atlantic possibly enhanced by the fact that we had checked in online from Grenada in the morning. I will recommend to everyone I meet that they do not travel to/via Barbados in future. I can understand congestion and extenuating circumstances but the complete lack of interest from the majority of staff was incomprehensible and totally adverse to tourist relations. The stress caused by this experience at the end of our holiday to the beautiful island of Grenada almost totally destroyed the benefits of a relaxing Caribbean holiday. The fact that no-one can be bothered to reply to my emails requesting an explanation of the issues only compounds the issue.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Mark Williams","","2006-02-26","The new expansion really in an improvement - as are the new luggage belts - if only people would leave bags that don't belong to them on the belt! I eventually found our second bag amongst a pile of others that had been removed and dumped! There are a lot of improvements that could be made such as a single queue for immigration services by all the desks rather than the current shambles where you pick the queue you think will be the best - I'm able to use the locals queue but it's regularly a source of annoyance amongst other passengers! I've not had a problem with check in but we normally check in early and either visit friends or go for a drink. It can be hard after 8 hours in a plane from the UK to remember that you have arrived in a country where ""western"" ideas of timeliness and service aren't really going to fit in - my experience is that the airport staff have two speeds and if you don't like the one they are working at now you are going to hate the other one! My only major gripe is customs - why is there always one really unhelpful rude and ill mannered woman trying to see to a whole line which often contains passengers from several big planes all at once!","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Jim Thomson","","2006-01-06","I have been through Grantley Adams twice in the last month. It looks as though it will have a very nice landside terminal when the the work is finished and once through security the (I hope) temporary shopping arrangements will improve once the new units are finished. Things must have moved on quite a bit since October because the airside waiting areas at the gates seemed adequate with four wide-bodies on the stands and no sign of overcrowding. Improvements could be made in the way that check-in queues are managed with handling agent staff positioned at the entry to the queues rather than down at the desk end. On the second occasion I used the airport the signage above the desks clashed with airline information displayed on the monitors above them and resulted in some annoyance among people in the wrong queues - hence the comment about need for agents at the tail end of a queue. The public address system could also be improved (they REALLY need a good sound engineer to sort out the audio). There also seems to be a problem with the way airlines access the PA system. It would be better if there was a single person making all the announcements. That would reduce the variation in announcement ""styles"" (some barely decipherable) and techniques (some too close to the microphone and some to far away) and would ensure that all announcements were aired. One last improvement would be the change of access to the business lounge so that it was from airside rather than landside. That would make it a much more relaxing place because users would already be through security and not have to judge when to join the security queue so that they would be on time for boarding. I suppose the down side of that would be that the lounge would need to be bigger to accommodate a greater number of users. Overall a fairly average airport experience that will improve once the building is completed.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Kim Moore","","2005-12-22","I use the Grantley Adams airport regularly and it is as efficient as any other airport in the Caribbean. It is bigger and more organized than other island airports. I have encountered problems and long waits but I have learnt to check-in a couple of hours before hand. I have encountered similar problems at JFK but that to me does not reflect on the island as a whole. It is an airport so there will be delays and crowds. All in all Barbados is a great place one of the best islands in the Caribbean and a great get away spot.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Claus Heins","","2005-10-23","Mr Dabney you are right when they opened Grantly Adams it might have been one of the best in the Caribbean. I have been in and out the Caribbean for 15 years now. Since my first arrival a lot of other airports in the area have been upgraded: Port of Spain Fort-de-France Point-a-Pitre Santo Domingo. They all can handle more planes than BGI. Today BGI is crowded staff is not the friendliest almost no shops and the departure area is an overcrowded nightmare if you have to handle more than 747 back to LON at the same time (The problem is that all flights to Europe leave around the same hour and you can have 5 of them at a time!). Same counts for baggage handling for incoming flights from Europe. The two or three belts (with one under repair most of the time) are a joke.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Jeremy Gray","","2005-08-16","Grantley Adams Airport has had the necessary upgrade - pity that they could not improve the quality of the announcements (still very echoey!) - distinct lack of fresh water available and finally why are the prices of alcohol in the duty free departure area significantly higher than the prices in the duty free area in arrivals?","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Jeanne Miller","","2005-07-11","Horrific! A mass of people in one line for 3 hours in 90+ degree heat just waiting to check in only to join another 25 minute line to get through security. No air conditioning no water anywhere no seating absolutely no airport personnel visible. Why a single line for several airline ticket counters? USAir had slips of paper tacked up to indicate their counter space. Ticket agents were rude and slow. Be advised you may have a long walk to the airplane (across the runway) carrying your child & your carry on luggage - and will have yet another security checkpoint to pass. The plane was so late taking off that people were told to just run to their connecting flights and forget their luggage - it would be delivered the next day. So much for Barbados. Never again.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Robert Dabney","","2004-12-10","I have been traveling in and out of Barbados since 1960. In the intervening forty plus years I have arrived and departed from the old Sewell International Airport and since 1979 Grantley Adams International Airport. Since the opening of GAIA I have transited the facility more than 30 times. Have I had any unpleasant experiences? Of course. I cannot name ANY international airport or cruise terminal where I have not encountered problems on at least one visit. However I am compelled to say that the Barbados facility is one of the best most modern facilities in the Caribbean. There are few airports in the region with the capability both in terms of terminal and runway to handle all components of major airline fleets from the B747 to until recently Concorde. The current expansion programme brings to mind renovations at many international facilities worldwide. Yes there are inconveniences that must be endured. But these must be seen in the light of ""temporary setbacks for permanent improvement."" My personal pet peeve with GAIA has been the lengthy walk from planeside upon arrival to the immigration and customs areas. But when put up against the walk to immigration when arriving in San Juan Puerto Rico on American Eagle Airline I'll take Barbados any day. I applaud the comment from Mr. St. John of the airport authority that one of the conditions to be attached to the letting of new vending contracts at the completed airport will be the requirement that restaurants be open as long as there are passengers in the terminal. This has long been a problem as pointed out by other posters to this forum. I would urge passengers arriving at GAIA to remember that you are not in New York or London or Frankfurt. You are arriving in the Caribbean! The lifestyle is slower (not a BAD thing!!) and the people friendly. Enjoy your visit to the airport. Take in the lush vegetation that is all around you. Enjoy the sounds sights and smells. And let your arrival be the harbinger of a wonderful visit to follow.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Mark Hatton","","2004-08-26","Barbados Airport isn't too bad if you realise that you are in the Caribbean and you have to appreciate the fact that the pace of life is very slow rushing is one word that does not exist here - unlike our western sociteies. Therefore it is wise to come prepared and be patient when i got there the bags took over 1 hour to come through off the plane which is irritating but hey relax! The airport is undergoing some major re-vamping yet this is very slow going and I do not know when this will finish! A really bad point is the fact there is no flight information once you get through immigration its hard to see if you are delayed or if your flight is cancelled (like what happened to me trying to get to Port-of-Spain in Trinidad). Highly frustrating are two words that come to mind. Like I said though generally speaking if you come prepared it isnt all that bad.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Bruce Doyle","","2004-08-04","I've vacationed in Barbados sixteen times and have never had a problem at the airport in any capacity. I find the airport quite adequate and with the current terminal construction which is ongoing the facilities can only improve. My first experience was in 1969 when the terminal was the now cargo facility. Since then much improvement has taken place. I think people have to realise that they're in the Caribbean and learn to ease up and relax.","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Sian Williams","","2004-07-31","Barbados airport is appalling. The check in staff are rude the shops are non existent. We were travelling business class with BWIA and the check in staff told us the business lounge was through departures - having gone through we were told that this was not true and the lounge was in the main terminal and we could not go back!!! Our flight was delayed by 3 hours so had to sit in grotty plastic seats for nearly 6 hours with nothing to eat or drink as the shops had shut - we would never go back!","","","","","","","","","","","","","0"
"barbados-grantley-adams-airport","/airport-reviews/barbados-grantley-adams-airport","Barbados Grantley Adams Airport customer review","Matthew Clarkson","","2003-11-22","This airport is absolutely dreadful. The facilities are basically non-existent both in the arrivals and departure areas. It was not even possible to buy a bottle of water when we arrived at 10:45pm. On departing after security there is a small seating area that should really be demolished. All shops had closed by 10:00pm. To be fair they are obviously renovating the entire facility but the basic amenities should still be provided.","","","","","","","","","","","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","C Rogers","Ireland","2015-05-20","Have travelled extensively all over the world and this was the worst airport experience I've had. Completely out of control queues for passport control. No staff assisting with these passengers starting arguments with each other due to stress. Missed my flight due to these queues. First time in my life to miss a flight. Arrived in reasonable time. Feel it was due to poor staffing and organisation of airport that this happened. I am sure a lot of people missed flights today. When this happens (missed flight) they only want you to get out with no assistance offered.","","","","","1.0","3.0","","","","3.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","V Adams","United Kingdom","2015-05-18","We have had very bad experiences at Barcelona airport. When we arrived we had problems with the help desk when querying our transfer. They were nothing short of unhelpful and actually quite rude. When departing our flight was cancelled due to an air traffic control strike and our treatment in the airport by airport staff and Ryanair staff was appalling. We were made to wait there all night in a queue without anyone coming to speak to us or offer us so much as a drink of water. All catering facilities shut and the airport help desk could not be more unhelpful and were incredibly rude. Even the security guard was rude when I reported a crime being committed that I had witnessed. The staff couldn't care less they may as well not be there. As the first people I met when I entered the country they created an appalling impression of Spanish hospitality.","","","","","1.0","3.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","R DeFrutos","United States","2015-05-16","Excellent Airport great food and places to shop. Much better than most airports of the same size. Rather to connect in BCN than LHR.","","","","9.0","5.0","5.0","","","","5.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Juanjo Pinol","Spain","2015-05-13","I fly quite often for business and as I live in Barcelona always fly from BCN airport so I'm really surprised by some of the reviews with such bad marks. I love BCN airport easy to fly from here lot of shops places to eat modern very clear - so much better than other airports in Europe or USA. For those who fly from gates E & D it's a very clear sign before customs that from that point you can't go backwards and they invite you to go downstairs to shopping area before so easy to see the signs. Staff as friendly as in other airports. My only complaint is that lately luggage delivery takes too long (they need to improve that).","","","","8.0","4.0","5.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Carl Lachmann","Sweden","2015-04-14","Electricity and internet - air and water in 2015. Come on wake up. In 2015 any airport should offer easy to access free wifi and many places to charge your phone pad pc. Sad to see Barcelona lingering - shape up!","","","","","4.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","N Gupta","United Kingdom","2015-04-06","Travelling from Barcelona to London Heathrow we were sent to Passport Control as we are non Shengen and then on to Gate D and E area. It is very sad that there is absolutely nothing to do there except stare into the shops and restaurants below. The airport should have some way for D and E gate passengers to go downstairs. Usually D and E gates are catering to non Schengen area / international passengers with more to spend! Surely Spain Airport Authorities should wake up and realise this potential! Overall the airport is bright and airy and nice just like any other but the lack of food and drink opportunities or shopping opportunities is a shame.","","","","2.0","3.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","R Power","United Kingdom","2015-04-03","I have never encountered such rudeness! Quite unbelievable how they think it is fine to shout at you. I was trying to take my things out of the tray at customs and the female member of staff was shouting loudly at me in Spanish - I explained that I didn't understand. Her response was to shout: 'Take it to the table - I'm speaking English Do you understand now?' Other staff were all generally very unhelpful/rude on both arriving and leaving the airport. It really has put me off going again.","","","","","3.0","3.0","","","","3.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","N Walker","United Kingdom","2015-02-18","Have to agree with all the other annoyed and frustrated Gates D and E passengers. Yes the airport is light and airy and modern - yes check-in and security is quick and easy - and yes getting to and from the airport on the Aerobus is efficient. But from then on it falls down - poor signage leads you into airport hell. After security there is nothing to indicate that you need to go down the escalators to reach all the gorgeous glamorous shops they are so proud of - if you follow signs through passport control into your zone (D or E) you'll be trapped with nothing but a McD's and an expensive coffee bar for comfort while you watch everyone else enjoying themselves downstairs in freedom-land from your glass box.","","","","3.0","4.0","4.0","","","","2.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","T Harvey","Canada","2014-12-04","Landing in BCN's T2 and spending 1 hour before a connecting flight was a very smooth experience. The high ceilings brightness of the place and the spacious shops and food outlets added to the positive experience. The only negative thing was the lack of maps about the terminal and a listing of shops/services and the location of gates. Even one of the information stands didn't have this visible in a brochure format.","","","","8.0","4.0","5.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Kevin Halouska","Spain","2014-10-31","Terminal 1. Arrived on Swiss from Zurich at 22.30 on 25th October. Barcelona airport ground handling is near the worst in Europe! Once again on arriving the checked in bags took well over 45 minutes to arrive. Unfortunately this is standard for this airport in the past 3 years I have used it.","","","","5.0","4.0","4.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","A Boyes","United Kingdom","2014-10-13","Worst airport experience. On arrival checked in and followed directions to gate D which directed us straight through security which seemed normal only to find that we ended up on a 1st floor offering small duty free shop a McDonalds and a small cafe. Looking down below there was huge amount of shops and restaurants which we had so looked forward to exploring to find that we could not get access to because we had cleared security and passport control. Needless to say we were really annoyed as this was a part of our holiday that we looked forward to and taking advantage of duty free shops that we should have been entitled to. On asking we where told that sorry but nothing can be done. I explained the set up directed gate D passengers straight through passport control and after this it was too late. I watched the following 30 minutes (as I tried to accept the situation) the huge amount of people that frantically tried to find there way down to the shops with no success and feel that this was a huge disappointment to us and other travellers and think that this airport has no respect for the people travelling through this airport.","","","","","4.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Helen Devries","Costa Rica","2014-10-13","On a recent trip to Spain I used Terminals 1 and 2. Terminal 1 check-in area could do with considerably more seating but apart from that it gave a good experience - security was fast operated by pleasant staff signage was good and all went well both on arrival and departure. Terminal 2 likewise - all in all an easy airport to negotiate with pleasant staff.","","","","10.0","5.0","5.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Tony Quinn","United Kingdom","2014-10-13","Nice airport that we have been using for over 40 years. We used T1 for the first time and whilst the terminal was fine the Shuttle bus between T1 and T2 was hair raising. I think the driver thought he was Fernando Alonso. Fast driving and hard braking was the order of the day together with what felt like cornering on two wheels. The quicker they finish the Metro link the better. If you're using the shuttle hold on tight because it could be a rough ride.","","","","7.0","4.0","4.0","","","","3.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Tony McGregor","United Kingdom","2014-10-13","This airport makes you glad to be leaving. What a disaster zone D and E are. No information telling you once you enter here that you can do nothing else. All the shops are downstairs which you cannot get to once entering here. Nobody cares enjoy your 3 hours with nothing to do in a holding pen.","","","","4.0","4.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","M Needs","United Kingdom","2014-09-28","Flew from Terminal last week and found that contrary to previous Post the Airport works very well and is clean. No problems at Security and BA departure from the D Gates was easy to find. All in all a good experience.","","","","9.0","5.0","5.0","","","","5.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Peter Dori","United States","2014-09-22","Classical demonstration of the Spanish failure. So much money spent on this airport and yet one of the most disorganized and annoying places on earth. Signs are pointing in different directions. If you were sent to gates e or d you are doomed. No access to any store and 2 restaurants. A small bottle of coke is 3 euros - such a poor experience.","","","","","3.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","A Yardley","United Kingdom","2014-09-14","Beware of pickpockets working in the airport particularly when getting the Aerobus. We had all our money stolen as we got onto the bus. A man and women work together one distracts you while the other steals your possessions. There are no signs warning you so please take care! We saw no security staff working near this area although the airport officials must be aware or the problem.","","","","3.0","3.0","4.0","","","","4.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","S Knight","United Kingdom","2014-09-14","Terminal 2 - A most pleasant experience. I had assistance and found the staff very professional and helpful. In fact I couldn't fault them at all. Wifi was free for 15 minutes.","","","","10.0","5.0","5.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","C Jordan","Argentina","2014-09-06","Terminal 1. Very fast and efficient immigration and customs on arrival. Good signage easy to get around with helpful information desks throughout. Fast track for security at departures and good business lounge though stocked only for short stays short selection of drinks and even smaller for food. Wifi: dodgy at best. Overall impression: clean bright pleasant.","","","","10.0","5.0","5.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","J Tung","United Kingdom","2014-07-27","Overall a good/clean airport with plenty of shopping. The business lounge was spacious and nice with plenty of seating. The biggest problem with this airport is the traffic to city centre. If you are flying low cost airlines there is a direct train (not as frequent and does feel like an airport express although for the price one shouldn't complain). However for all other airlines (if you are using the better and new terminal) you will have to get a free bus outside terminal 2 to terminal 1 and then a short walk to the train station.","","","","6.0","4.0","4.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","J LaDuke","United States","2014-06-16","I'm staying here for 24 hours waiting for the next flight to the US and all I can say is where are the power outlets. There are no convenient ways to charge your electronics the only outlets I could find were in the bathrooms and an open slot between two soda machines. Also the food selection isn't very good. I got a sandwich that seemed to have just raw bacon and tomatoes on it for 5 euros.","","","","3.0","3.0","4.0","","","","3.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","L Besso","Switzerland","2014-04-13","business lounge is nice. However I sincerely regret that they are no fast track for business or first passengers. Queues for the security are to long and the dispatching team absolutely not friendly.","","","","7.0","2.0","4.0","","","","5.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","J Lendain","France","2014-03-28","Bright and modern airport with good bus connections to downtown Barcelona. Very good experience.","","","","9.0","4.0","5.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Nicolas Simonis","Greece","2014-02-10","In reading some of the reviews I simply wonder if these pax have ever visited this lovely airport one of the nicest airports I have ever seen. Huge well designed signs everywhere very willing personnel excellent shopping area in fact I find no reason to complain apart from my pre-booked pre-paid taxi service (Aerocity) who had instructed me to proceed to their office on the lower lever their office however was closed and they never bothered to phone me. Wasted two hours trying to obtain their disappointing service whilst on our departure date they never showed up! BCN airport is simply great with moving walkways (something they missed when building Athens airport) fantastic shopping ideas and shops. Check in on Vueling was very fast. One thing I did not like is the fact that boarding gate was not given until an hour after check in.","","","","8.0","4.0","5.0","","","","5.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","D O'Hara","Ireland","2014-01-28","In my opinion airports should be user friendly with architecture and design a secondary feature. I never noticed its architecture - just the distances between locations lack of signage and generally unhelpful rude staff. Arrived this week with 2 elderly passengers to pick up pre-booked car. Nobody could direct me to the car-hire desk - not even the airport information desk - just a general wave of the hand in the direction of a bus shelter uttering 'shuttle bus'. Several shuttle buses arrived - red/yellow/white/blue which one/confusion/frustration - eventually 2 hours after arrival car sorted. No consideration for elderly passengers - shrugging shoulders/not my issue type of attitude. On departure a few days later much the same with sparse signage which led to more frustration and time wasting. Staff giving different directions - downstairs - then upstairs - to the right - to the left. At the top of the escalator - two signs in two completely different directions saying 'Security/Departures' - no one to advise which route to take. Doesn't help when time is of the essence and elderly passengers trying to walk as quickly as possible. Would have to compliment an assistant who worked at a perfume counter at duty free who directed my party through a 'short-cut' to the boarding gate - without her help we would have missed our flight. Caters for young agile Spanish speaking community - not elderly friendly. BCN is definitely off my list of airports I will never use it again.","","","","2.0","0.0","0.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","M Jelmorini","Netherlands","2013-09-25","Terminal 2. They opened only two counters for check-in for our flight 2 hours before departure. There was a very long queue of passengers. The lady at our counter was working very slowy it took her about 5-10 minutes per customer to complete the procedure. All the time she was staring at her computer screen. The check-in of a lady in wheelchair lasted about 20 minutes. A couple with a kid in a buggy also took a lot of time. We had to wait an hour to check-in. Behind us there were dozens of people still waiting. There was no supply of information. When we arrived at our gate already past boarding time because the check-in took so long we saw that the plane hadn't yet arrived. But on the information boards there was no sign of delay. I went to the ladies room and it was the most horrible toilet I've seen. Personnel (at the counter at the coffee corner at the security) was very unfriendly and seemed very unhappy working there.","","","","3.0","1.0","2.0","","","","2.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","S Hanna","United Kingdom","2013-07-01","Terminal 2. Horrible experience. Poor information service staff very rude everybody gives different information. Me and my husband checked in and got our tickets stamped and were sent upstairs for control and to boarding gate. It all took a while because of an enormous queue. Than we get to the boarding gate and gave our tickets to stewardesses. They returned our tickets and said it is too late all passengers went to the plane already (plane was due to depart in 10 mins) and we have to buy another tickets to another city. Shocked because we'd gone through so many checks and didn't hear any call from megaphones nothing that mentioned our destination. We have been told that they do not call passengers. We ended up loosing our tickets. Very stressful and upsetting experience.","","","","","1.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","T Morton","Spain","2013-06-21","Its ironic that Barcelona with its reputation for good food should have the poorest airport food offering of anywhere in Spain or just about anywhere I know of. Some lucky cheap sandwich supplier clearly has the monopoly on food supply since no matter which bar you head for they have the same grotty selection of sandwiches and dry bocadillos.","","","","2.0","3.0","3.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Patrick Tan","Malaysia","2013-06-11","Arriving from Rome with Vueling.com into Barcelona I have to admit that I really love this airport. It was huge and modern plus the atmosphere was really nice. It was really easy to get around to the city with the bus and train services available. It was a little inconvenient though to travel from Terminal 1 to 3 which I seriously think they have to do something about it quickly. Workers here are all fine except a little slow at the check-in counters. Overall very satisfied with the airport.","","","","6.0","3.0","4.0","","","","4.0","","","1"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Aaron Jones","Australia","2013-06-04","Terrible service by all staff who were rude and obviously unhappy about working there. Security was a complete shambles. Avoid this airport.","","","","1.0","2.0","2.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Magdalene Chin","Singapore","2013-05-28","Terminal 1 is frankly a modern well-designed airport with the usual features of a good international airport. The check-in was smooth was opened exactly 3hrs before boarding time. However this being the 2nd time I'm flying out of this airport I have to downgrade my rating of 7.5 to a rating of 3 for extremely poor service all round in particular by the service staff manning the Information Counters and the personnel handling the Tax Free counters. I was especially disconcerted by the way the personnel treated tourists who needed help understanding the tax free process. On both occasions when I used this service the staff were downright rude and gruff when politely asked about next steps in the process. A modern fine airport marred by unprofessional staff. My entire experience of Barcelona was affected by this last stop at the airport.","","","","3.0","3.0","4.0","","","","3.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","O Jones","United Kingdom","2013-05-19","Dreadful poor information and having to travel by shuttle bus to different terminals was a nightmare we had to rely on fellow travellers to help us due to no info supplied by airport.","","","","2.0","4.0","4.0","","","","3.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","Sahil Muliyil","United States","2013-03-13","This airport is horrible. There are no power outlets anywhere very little options for food and people seem to not know where anything is or how anything works.","","","","1.0","3.0","4.0","","","","1.0","","","0"
"barcelona-airport","/airport-reviews/barcelona-airport","Barcelona Airport customer review","J Knack","United States","2012-12-28","We arrived in Barcelona from JFK in New York. The difference in the airport is stunning. JFK is dark dirty and unappealing. Barcelona is clean bright and an welcoming place to begin your time in the city. Customs and immigration very smooth. Many US airports could take a lesson.","","","","10.0","5.0","5.0","","","","4.0","","","1"
